"city","state_id","id"
"Lake Wales","FL","1840015107"
"Dania Beach","FL","1840015135"
"Stacey Street","FL","1840029007"
"Lisbon","FL","1840028935"
"Layton","FL","1840015162"
"Indian Rocks Beach","FL","1840015113"
"Pine Manor","FL","1840028755"
"West Little River","FL","1840029096"
"Lake Kathryn","FL","1840028990"
"Indian River Shores","FL","1840017246"
"Babson Park","FL","1840014124"
"Tiger Point","FL","1840029101"
"Macclenny","FL","1840015921"
"Bascom","FL","1840015899"
"Loxahatchee Groves","FL","1840017260"
"Parker","FL","1840015036"
"Pelican Bay","FL","1840028996"
"World Golf Village","FL","1840039162"
"Lloyd","FL","1840026006"
"Clewiston","FL","1840015128"
"Jay","FL","1840017156"
"Port LaBelle","FL","1840014210"
"Sea Ranch Lakes","FL","1840018329"
"Jacksonville Beach","FL","1840015032"
"Westchester","FL","1840014241"
"Chokoloskee","FL","1840014231"
"Bradenton","FL","1840014173"
"Palm Harbor","FL","1840014143"
"Ojus","FL","1840028742"
"Navarre","FL","1840027017"
"Oldsmar","FL","1840015111"
"Port St. John","FL","1840014079"
"St. Cloud","FL","1840015971"
"Tyndall AFB","FL","1840035791"
"Belleair Bluffs","FL","1840014147"
"Fort Lauderdale","FL","1840014236"
"Oriole Beach","FL","1840027018"
"Dundee","FL","1840017241"
"Desoto Lakes","FL","1840029033"
"Lazy Lake","FL","1840028718"
"Wiscon","FL","1840025148"
"Harbor Bluffs","FL","1840014140"
"South Patrick Shores","FL","1840029080"
"Bristol","FL","1840013953"
"Bradley Junction","FL","1840025154"
"Pine Level","FL","1840039052"
"Bronson","FL","1840015948"
"Hernando Beach","FL","1840014102"
"Oakland","FL","1840015097"
"Greenacres","FL","1840036057"
"Bokeelia","FL","1840014215"
"Naples","FL","1840015131"
"Trinity","FL","1840029012"
"Mount Dora","FL","1840015082"
"Grand Ridge","FL","1840017151"
"Opa-locka","FL","1840015156"
"Plantation Island","FL","1840028759"
"Fort Green","FL","1840025166"
"Bowling Green","FL","1840014167"
"Citrus Park","FL","1840014152"
"Harlem Heights","FL","1840028985"
"Miami Springs","FL","1840015152"
"Lakeside","FL","1840029051"
"Crystal Lake","FL","1840029030"
"Gotha","FL","1840014081"
"Tarpon Springs","FL","1840015980"
"The Crossings","FL","1840029008"
"Balm","FL","1840025162"
"Okahumpka","FL","1840014050"
"Kendale Lakes","FL","1840029045"
"Palmetto Estates","FL","1840029063"
"New Smyrna Beach","FL","1840015073"
"Anna Maria","FL","1840014171"
"Holly Hill","FL","1840015078"
"Pine Lakes","FL","1840014052"
"Treasure Island","FL","1840015981"
"Miramar","FL","1840015137"
"Tice","FL","1840014219"
"River Park","FL","1840028958"
"Miami","FL","1840015149"
"Blountstown","FL","1840013952"
"River Ridge","FL","1840039098"
"Rotonda","FL","1840014201"
"Woodville","FL","1840013944"
"Lake Lorraine","FL","1840029048"
"Ferry Pass","FL","1840013909"
"Cleveland","FL","1840013128"
"Holley","FL","1840027015"
"West Miami","FL","1840016009"
"West Palm Beach","FL","1840015993"
"Keystone","FL","1840028914"
"Gun Club Estates","FL","1840028984"
"Cedar Key","FL","1840015065"
"Welaka","FL","1840017219"
"Highland Beach","FL","1840015995"
"Warm Mineral Springs","FL","1840014183"
"Goodland","FL","1840014229"
"Boca Raton","FL","1840014207"
"Bradenton Beach","FL","1840014174"
"Country Walk","FL","1840028979"
"Pompano Beach","FL","1840015143"
"Hobe Sound","FL","1840014188"
"Palm Springs North","FL","1840047821"
"North Redington Beach","FL","1840017245"
"Butler Beach","FL","1840029025"
"Deerfield Beach","FL","1840015136"
"Memphis","FL","1840014172"
"South Daytona","FL","1840015950"
"Naples Manor","FL","1840014232"
"Cocoa Beach","FL","1840015093"
"Lakewood Park","FL","1840014177"
"Pomona Park","FL","1840017220"
"Matlacha Isles-Matlacha Shores","FL","1840073863"
"Bonita Springs","FL","1840014227"
"Weston","FL","1840016003"
"Lealman","FL","1840025161"
"Page Park","FL","1840028749"
"Upper Grand Lagoon","FL","1840029090"
"Zolfo Springs","FL","1840017249"
"Manalapan","FL","1840017261"
"Palm City","FL","1840014192"
"Nocatee","FL","1840028805"
"Belle Isle","FL","1840014101"
"Lakeland","FL","1840015108"
"South Miami","FL","1840016006"
"Verona Walk","FL","1840039117"
"Bayport","FL","1840014104"
"Pierson","FL","1840017226"
"Jupiter Farms","FL","1840042432"
"Whiting","WY","1840038392"
"Hawk Springs","WY","1840017459"
"Laramie","WY","1840020096"
"Lonetree","WY","1840017482"
"Cody","WY","1840018595"
"Y-O Ranch","WY","1840038439"
"Afton","WY","1840021291"
"Kemmerer","WY","1840018662"
"Burlington","WY","1840021238"
"Midwest","WY","1840022358"
"Fort Washakie","WY","1840017436"
"Antelope Hills","WY","1840038422"
"Boulder Flats","WY","1840038425"
"North Rock Springs","WY","1840018691"
"James Town","WY","1840017466"
"Pinedale","WY","1840022361"
"Edgerton","WY","1840021289"
"Alpine","WY","1840021292"
"Turnerville","WY","1840018661"
"Pine Haven","WY","1840022347"
"Grover","WY","1840017455"
"Slater","WY","1840018686"
"Alta","WY","1840017429"
"Glenrock","WY","1840021287"
"Van Tassell","WY","1840022357"
"Hudson","WY","1840021270"
"Robertson","WY","1840018714"
"Lander","WY","1840020027"
"Rolling Hills","WY","1840021286"
"Alcova","WY","1840017445"
"Cokeville","WY","1840022363"
"Arrowhead Springs","WY","1840038423"
"Bedford","WY","1840017451"
"Farson","WY","1840017465"
"Purple Sage","WY","1840038435"
"Osage","WY","1840018629"
"Medicine Bow","WY","1840022370"
"Lost Springs","WY","1840021288"
"Sundance","WY","1840022348"
"Little America","WY","1840018690"
"Smoot","WY","1840018660"
"Hulett","WY","1840021246"
"Bear River","WY","1840020123"
"Bairoil","WY","1840020102"
"Rock River","WY","1840021315"
"Auburn","WY","1840017450"
"Sinclair","WY","1840022372"
"Superior","WY","1840074973"
"Oakley","WY","1840037121"
"Deaver","WY","1840021240"
"Cheyenne","WY","1840018713"
"Big Piney","WY","1840020061"
"Parkman","WY","1840018596"
"Encampment","WY","1840021313"
"Big Horn","WY","1840017428"
"Fort Laramie","WY","1840021303"
"Jackson","WY","1840021258"
"Douglas","WY","1840018655"
"Daniel","WY","1840018659"
"Ethete","WY","1840017435"
"Fontenelle","WY","1840017454"
"Jeffrey City","WY","1840017437"
"Owl Creek","WY","1840018631"
"Torrington","WY","1840021302"
"Arlington","WY","1840026207"
"Hill View Heights","WY","1840038430"
"Lucerne","WY","1840017431"
"Wamsutter","WY","1840022374"
"Story","WY","1840018597"
"Urie","WY","1840024145"
"Pavillion","WY","1840022354"
"Evansville","WY","1840021290"
"Bessemer Bend","WY","1840038424"
"Shell","WY","1840026119"
"Veteran","WY","1840018685"
"Meeteetse","WY","1840022341"
"Hartville","WY","1840021308"
"Yoder","WY","1840022366"
"Hyattville","WY","1840017426"
"Ryan Park","WY","1840024100"
"Homa Hills","WY","1840038431"
"Wilson","WY","1840018612"
"Chugcreek","WY","1840038427"
"Mills","WY","1840022359"
"Brookhurst","WY","1840017446"
"Reliance","WY","1840018692"
"Washam","WY","1840038437"
"Meadow Acres","WY","1840038433"
"Manville","WY","1840022356"
"Hanna","WY","1840021314"
"Huntley","WY","1840017460"
"Mammoth","WY","1840023927"
"Point of Rocks","WY","1840038381"
"Chugwater","WY","1840022367"
"Ten Sleep","WY","1840022352"
"Thermopolis","WY","1840022353"
"Hartrandt","WY","1840038429"
"East Thermopolis","WY","1840021267"
"Boulder","WY","1840017449"
"Ralston","WY","1840018594"
"Fairview","WY","1840017453"
"Lance Creek","WY","1840017443"
"Thayne","WY","1840022365"
"Atlantic City","WY","1840017434"
"Byron","WY","1840022343"
"Ranchettes","WY","1840038441"
"Ranchester","WY","1840021245"
"Westview Circle","WY","1840038438"
"Worland","WY","1840021266"
"Carter","WY","1840017481"
"Etna","WY","1840017452"
"Saratoga","WY","1840022371"
"Diamondville","WY","1840021293"
"Opal","WY","1840022362"
"Hillsdale","WY","1840024140"
"Clearmont","WY","1840022345"
"Manderson","WY","1840022342"
"Cowley","WY","1840021239"
"Wheatland","WY","1840022368"
"Orin","WY","1840026161"
"Gillette","WY","1840019978"
"Lovell","WY","1840021242"
"Basin","WY","1840019977"
"Bar Nunn","WY","1840020060"
"Green River","WY","1840020100"
"Sheridan","WY","1840021243"
"Shoshoni","WY","1840022355"
"Eden","WY","1840017463"
"Lusk","WY","1840021285"
"Centennial","WY","1840017462"
"Albany","WY","1840017461"
"Greybull","WY","1840021241"
"Powell","WY","1840019976"
"Powder River","WY","1840018657"
"Albin","WY","1840021339"
"Nordic","WY","1840141272"
"Guernsey","WY","1840021307"
"Kelly","WY","1840026121"
"Alpine Northeast","WY","1840073896"
"Lingle","WY","1840021305"
"La Barge","WY","1840021294"
"Elk Mountain","WY","1840021311"
"Casper","WY","1840038324"
"Upton","WY","1840022351"
"Mountain View","WY","1840022388"
"Evanston","WY","1840020122"
"Wright","WY","1840022344"
"Dixon","WY","1840021310"
"Riverside","WY","1840021312"
"Marbleton","WY","1840022360"
"Kirby","WY","1840021268"
"Newcastle","WY","1840020012"
"Arapahoe","WY","1840017433"
"Burns","WY","1840021338"
"Moorcroft","WY","1840022346"
"Fox Farm-College","WY","1840073950"
"Warren AFB","WY","1840074698"
"Woods Landing-Jelm","WY","1840074768"
"South Greeley","WY","1840038443"
"Moose Wilson Road","WY","1840038434"
"Lakeview North","WY","1840074280"
"Dayton","WY","1840021244"
"Vista West","WY","1840038444"
"Crowheart","WY","1840017432"
"Clearview Acres","WY","1840038428"
"Cora","WY","1840017447"
"Teton Village","WY","1840018613"
"Johnstown","WY","1840038432"
"Lyman","WY","1840021340"
"Freedom","WY","1840026171"
"Casper Mountain","WY","1840038426"
"South Park","WY","1840038436"
"Bondurant","WY","1840017448"
"Dubois","WY","1840021269"
"Alpine Northwest","WY","1840036652"
"Osmond","WY","1840024048"
"Baggs","WY","1840020095"
"Frannie","WY","1840021237"
"Arvada","WY","1840017427"
"La Grange","WY","1840021304"
"Esterbrook","WY","1840017444"
"Table Rock","WY","1840018693"
"Sleepy Hollow","WY","1840038442"
"Granger","WY","1840021317"
"Rawlins","WY","1840020094"
"Rafter J Ranch","WY","1840038440"
"Riverton","WY","1840020026"
"Hoback","WY","1840017430"
"Glendo","WY","1840021306"
"Kaycee","WY","1840021260"
"Taylor","WY","1840037361"
"McKinnon","WY","1840017464"
"Pine Bluffs","WY","1840022387"
"Rock Springs","WY","1840020101"
"Fort Bridger","WY","1840017483"
"Garland","WY","1840017425"
"Carpenter","WY","1840024139"
"Red Butte","WY","1840018658"
"Beulah","WY","1840023930"
"Star Valley Ranch","WY","1840022364"
"Buffalo","WY","1840018615"
"Somersworth","NH","1840002810"
"Keene","NH","1840003050"
"Tilton Northfield","NH","1840073462"
"Contoocook","NH","1840002749"
"North Walpole","NH","1840026181"
"Franklin","NH","1840002748"
"Berlin","NH","1840002100"
"West Swanzey","NH","1840003054"
"North Conway","NH","1840002222"
"Seabrook Beach","NH","1840026176"
"Suissevale","NH","1840043121"
"Suncook","NH","1840002804"
"Center Ossipee","NH","1840026132"
"Laconia","NH","1840002683"
"Concord","NH","1840002747"
"North Woodstock","NH","1840026130"
"Hampton Beach","NH","1840026174"
"Melvin Village","NH","1840026134"
"Center Sandwich","NH","1840026133"
"Portsmouth","NH","1840002932"
"Rochester","NH","1840002809"
"Claremont","NH","1840002805"
"Pinardville","NH","1840002991"
"Dover","NH","1840002808"
"Manchester","NH","1840002983"
"East Merrimack","NH","1840033211"
"West Stewartstown","NH","1840026108"
"Union","NH","1840026137"
"Milton Mills","NH","1840026159"
"South Hooksett","NH","1840002803"
"Lebanon","NH","1840002192"
"Blodgett Landing","NH","1840026152"
"North Haverhill","NH","1840033204"
"Nashua","NH","1840002984"
"Woodsville","NH","1840002199"
"Groveton","NH","1840002102"
"Sanbornville","NH","1840026135"
"Mountain Lakes","NH","1840026129"
"Carlstadt","NJ","1840000895"
"Upper Pohatcong","NJ","1840039970"
"Zarephath","NJ","1840024282"
"Trenton","NJ","1840001383"
"North Cape May","NJ","1840005866"
"Montvale","NJ","1840000906"
"Laurence Harbor","NJ","1840005420"
"White House Station","NJ","1840033442"
"Beattystown","NJ","1840005192"
"Plainsboro Center","NJ","1840033473"
"Audubon Park","NJ","1840033220"
"Green Knoll","NJ","1840033460"
"West Freehold","NJ","1840005454"
"Port Reading","NJ","1840005417"
"Alpine","NJ","1840003551"
"Leisure Village East","NJ","1840033212"
"White Horse","NJ","1840005475"
"Bergenfield","NJ","1840000893"
"Spotswood","NJ","1840001336"
"Lodi","NJ","1840003535"
"North Haledon","NJ","1840000836"
"Ellisburg","NJ","1840033268"
"Matawan","NJ","1840003675"
"Tuckerton","NJ","1840001495"
"Upper Montclair","NJ","1840024255"
"Seaside Heights","NJ","1840001487"
"Woodstown","NJ","1840001531"
"Fords","NJ","1840005409"
"Oradell","NJ","1840000914"
"Essex Fells","NJ","1840005355"
"Ho-Ho-Kus","NJ","1840003561"
"Berlin","NJ","1840001505"
"Vernon Center","NJ","1840039977"
"Norwood","NJ","1840000911"
"Swedesboro","NJ","1840001524"
"Barnegat Light","NJ","1840003755"
"Egg Harbor City","NJ","1840016638"
"Laurel Lake","NJ","1840005752"
"Colonia","NJ","1840005411"
"New Village","NJ","1840033366"
"Elizabeth","NJ","1840003613"
"Audubon","NJ","1840003775"
"Margate City","NJ","1840003793"
"Northfield","NJ","1840001538"
"Waretown","NJ","1840005537"
"South Bound Brook","NJ","1840001057"
"Burleigh","NJ","1840024493"
"Vernon Valley","NJ","1840033487"
"Bloomsbury","NJ","1840001037"
"Skillman","NJ","1840024281"
"Haddon Heights","NJ","1840003779"
"Penns Grove","NJ","1840001530"
"Elwood","NJ","1840005594"
"East Rocky Hill","NJ","1840039875"
"Loch Arbour","NJ","1840003672"
"Diamond Beach","NJ","1840005865"
"Ocean Gate","NJ","1840001493"
"Neptune City","NJ","1840003677"
"Avon-by-the-Sea","NJ","1840003676"
"Guttenberg","NJ","1840003597"
"Marksboro","NJ","1840024231"
"Cresskill","NJ","1840003539"
"Wanamassa","NJ","1840005452"
"Fort Lee","NJ","1840003552"
"Princeton","NJ","1840001381"
"Hainesburg","NJ","1840024227"
"Dunellen","NJ","1840003634"
"Somerdale","NJ","1840001512"
"Marlton","NJ","1840005522"
"Beckett","NJ","1840033476"
"Northvale","NJ","1840000910"
"Morristown","NJ","1840003577"
"Belvidere","NJ","1840000943"
"High Bridge","NJ","1840003609"
"Brookdale","NJ","1840024254"
"Dover","NJ","1840003581"
"Shrewsbury","NJ","1840001363"
"Belford","NJ","1840005439"
"Bloomingdale","NJ","1840000832"
"Newton","NJ","1840000786"
"East Orange","NJ","1840002792"
"Silver Lake","NJ","1840042853"
"Franklin Park","NJ","1840039889"
"Lincoln Park","NJ","1840000953"
"Ship Bottom","NJ","1840001489"
"Glen Rock","NJ","1840003555"
"Monmouth Junction","NJ","1840005415"
"North Wildwood","NJ","1840001597"
"Society Hill","NJ","1840033486"
"Lawrenceville","NJ","1840005473"
"Hillsdale","NJ","1840003560"
"Crandon Lakes","NJ","1840004954"
"Chesilhurst","NJ","1840001508"
"Little Ferry","NJ","1840003534"
"Midland Park","NJ","1840000905"
"Ridgewood","NJ","1840000899"
"Freehold","NJ","1840003687"
"Fair Haven","NJ","1840003681"
"Pemberton","NJ","1840001480"
"Leisure Village West","NJ","1840033491"
"North Plainfield","NJ","1840001059"
"Edgewater","NJ","1840003543"
"Great Meadows","NJ","1840024225"
"West Cape May","NJ","1840001600"
"Long Branch","NJ","1840003673"
"Hammonton","NJ","1840003800"
"Cliffwood Beach","NJ","1840005440"
"Blawenburg","NJ","1840024272"
"Seabrook Farms","NJ","1840005753"
"Riverdale","NJ","1840000950"
"Roebling","NJ","1840024353"
"Morris Plains","NJ","1840003576"
"Fieldsboro","NJ","1840003753"
"Somerville","NJ","1840001056"
"Pine Hill","NJ","1840001509"
"Hopatcong","NJ","1840003482"
"Sayreville","NJ","1840001332"
"Sussex","NJ","1840000789"
"Country Lake Estates","NJ","1840005518"
"White Meadow Lake","NJ","1840005198"
"Corbin City","NJ","1840003794"
"Point Pleasant Beach","NJ","1840001486"
"Deal","NJ","1840003678"
"Brass Castle","NJ","1840005193"
"Jersey City","NJ","1840003600"
"Woodland Park","NJ","1840056421"
"Rahway","NJ","1840001091"
"Allenhurst","NJ","1840003682"
"Hutchinson","NJ","1840033304"
"Rockaway","NJ","1840000951"
"Anderson","NJ","1840024216"
"Strathmere","NJ","1840005868"
"Maywood","NJ","1840003536"
"Stone Harbor","NJ","1840001599"
"West Belmar","NJ","1840005453"
"Highland Park","NJ","1840003636"
"Bernardsville","NJ","1840001052"
"Absecon","NJ","1840003797"
"North Beach Haven","NJ","1840005532"
"Dover Beaches South","NJ","1840005529"
"Perth Amboy","NJ","1840001340"
"Cliffside Park","NJ","1840003537"
"Gibbsboro","NJ","1840003776"
"Newark","NJ","1840002791"
"Caldwell","NJ","1840005354"
"Gloucester City","NJ","1840003777"
"Burlington","NJ","1840001477"
"Spring Lake Heights","NJ","1840001367"
"Finesville","NJ","1840024224"
"Wharton","NJ","1840000955"
"Ocean Grove","NJ","1840005446"
"Netcong","NJ","1840003580"
"Passaic","NJ","1840000837"
"Bellmawr","NJ","1840000731"
"Longport","NJ","1840003792"
"Franklin","NJ","1840003480"
"Stockton","NJ","1840001042"
"Elmwood Park","NJ","1840003544"
"Cape May","NJ","1840001594"
"Milford","NJ","1840001041"
"Beach Haven West","NJ","1840005526"
"Hackensack","NJ","1840003556"
"Haledon","NJ","1840003512"
"Presidential Lakes Estates","NJ","1840005520"
"Millville","NJ","1840001550"
"Boonton","NJ","1840000946"
"Pemberton Heights","NJ","1840005519"
"Cedar Glen Lakes","NJ","1840033477"
"Rockleigh","NJ","1840000901"
"Laurel Springs","NJ","1840001513"
"Victory Gardens","NJ","1840000954"
"Succasunna","NJ","1840024235"
"Fairton","NJ","1840001547"
"Hasbrouck Heights","NJ","1840003558"
"Clinton","NJ","1840003604"
"Kinnelon","NJ","1840000952"
"Tinton Falls","NJ","1840001368"
"Lake Como","NJ","1840033317"
"South Plainfield","NJ","1840001334"
"Kenilworth","NJ","1840003616"
"Franklin Center","NJ","1840039879"
"Island Heights","NJ","1840003758"
"Vista Center","NJ","1840033475"
"Budd Lake","NJ","1840005195"
"Mountainside","NJ","1840003612"
"Upper Stewartsville","NJ","1840039973"
"Flemington","NJ","1840003605"
"Madison Park","NJ","1840005421"
"Barrington","NJ","1840003771"
"Keansburg","NJ","1840003690"
"Atlantic City","NJ","1840003798"
"Panther Valley","NJ","1840039942"
"Vienna","NJ","1840024233"
"Kendall Park","NJ","1840005419"
"Demarest","NJ","1840003540"
"Mount Ephraim","NJ","1840003772"
"Yorketown","NJ","1840033488"
"Manville","NJ","1840003610"
"Pedricktown","NJ","1840024374"
"Yardville","NJ","1840026523"
"Woodcliff Lake","NJ","1840000924"
"Hoboken","NJ","1840003599"
"Madison","NJ","1840003574"
"Phillipsburg","NJ","1840000944"
"Port Monmouth","NJ","1840005447"
"Medford Lakes","NJ","1840003752"
"Silver Ridge","NJ","1840033466"
"Woodbury","NJ","1840001527"
"Manahawkin","NJ","1840005535"
"Fairview","NJ","1840003549"
"Harrington Park","NJ","1840003557"
"Wenonah","NJ","1840001525"
"Crestwood Village","NJ","1840005527"
"Hi-Nella","NJ","1840003780"
"Singac","NJ","1840033411"
"Leisure Knoll","NJ","1840033482"
"Clayton","NJ","1840001520"
"Lake Telemark","NJ","1840005196"
"Palisades Park","NJ","1840000915"
"Asbury","NJ","1840024217"
"Glen Gardner","NJ","1840003607"
"Clearbrook Park","NJ","1840033478"
"Olivet","NJ","1840005592"
"North Arlington","NJ","1840000909"
"Lincroft","NJ","1840005449"
"Waldwick","NJ","1840000921"
"Ringwood","NJ","1840000835"
"Barclay","NJ","1840043406"
"Smithville","NJ","1840024384"
"Moonachie","NJ","1840000907"
"Rocky Hill","NJ","1840001055"
"Leonia","NJ","1840000904"
"Englewood Cliffs","NJ","1840003547"
"Woodbine","NJ","1840001604"
"Vineland","NJ","1840001551"
"Harrison","NJ","1840003598"
"Mystic Island","NJ","1840005530"
"Avenel","NJ","1840005410"
"Pitman","NJ","1840001521"
"Prospect Park","NJ","1840000834"
"Merchantville","NJ","1840003770"
"Woodlynne","NJ","1840033448"
"Jamesburg","NJ","1840003637"
"Englewood","NJ","1840003546"
"South Toms River","NJ","1840001490"
"Farmingdale","NJ","1840003686"
"Beverly","NJ","1840001475"
"Lebanon","NJ","1840001040"
"Mountain Lakes","NJ","1840003578"
"Dumont","NJ","1840003541"
"Bradley Gardens","NJ","1840033232"
"Wrightstown","NJ","1840001481"
"Glen Ridge","NJ","1840005356"
"Somerset","NJ","1840005375"
"East Rutherford","NJ","1840003542"
"Salem","NJ","1840001529"
"Port Colden","NJ","1840033388"
"Middlesex","NJ","1840001337"
"Allentown","NJ","1840003683"
"Lakehurst","NJ","1840001491"
"Hawthorne","NJ","1840003513"
"Sewaren","NJ","1840005422"
"Lake Mohawk","NJ","1840004955"
"Buttzville","NJ","1840024221"
"Bradley Beach","NJ","1840001356"
"Collingswood","NJ","1840016611"
"Ten Mile Run","NJ","1840033462"
"Shark River Hills","NJ","1840005450"
"Williamstown","NJ","1840016785"
"National Park","NJ","1840003788"
"Pompton Lakes","NJ","1840000833"
"Groveville","NJ","1840024323"
"West New York","NJ","1840001035"
"Whitesboro","NJ","1840033443"
"Wood-Ridge","NJ","1840000925"
"Dover Beaches North","NJ","1840005528"
"Hackettstown","NJ","1840003573"
"Newfield","NJ","1840001522"
"Wildwood Crest","NJ","1840001603"
"Magnolia","NJ","1840003769"
"Milltown","NJ","1840001338"
"Fanwood","NJ","1840003614"
"Beachwood","NJ","1840001483"
"Port Murray","NJ","1840033389"
"East Franklin","NJ","1840039869"
"Mount Arlington","NJ","1840003579"
"South Amboy","NJ","1840001333"
"Ridgefield Park","NJ","1840000898"
"Whittingham","NJ","1840073737"
"Raritan","NJ","1840001054"
"Brielle","NJ","1840001357"
"Wildwood","NJ","1840001602"
"Paterson","NJ","1840000838"
"Linden","NJ","1840001094"
"Metuchen","NJ","1840003633"
"Pine Valley","NJ","1840001510"
"Roosevelt","NJ","1840001359"
"Strathmore","NJ","1840005451"
"Stanhope","NJ","1840000788"
"Fort Dix","NJ","1840005516"
"Cape May Court House","NJ","1840005864"
"Roselle Park","NJ","1840001093"
"Navesink","NJ","1840005443"
"Teterboro","NJ","1840000919"
"Totowa","NJ","1840000839"
"Broadway","NJ","1840024220"
"Monmouth Beach","NJ","1840001364"
"Ocean City","NJ","1840001598"
"Lopatcong Overlook","NJ","1840039908"
"Victory Lakes","NJ","1840005566"
"Pleasant Plains","NJ","1840033383"
"Middlebush","NJ","1840024280"
"Haddonfield","NJ","1840016699"
"Glendora","NJ","1840033286"
"Mendham","NJ","1840003575"
"Ramtown","NJ","1840033393"
"Leonardo","NJ","1840005448"
"Fair Lawn","NJ","1840003548"
"Belmar","NJ","1840001355"
"Allenwood","NJ","1840005438"
"New Brunswick","NJ","1840001339"
"Mount Hermon","NJ","1840033356"
"Watchung","NJ","1840001061"
"Garfield","NJ","1840003554"
"Roseland","NJ","1840000998"
"Harlingen","NJ","1840024278"
"Dayton","NJ","1840005414"
"Alpha","NJ","1840003572"
"Long Valley","NJ","1840005197"
"Cherry Hill Mall","NJ","1840033469"
"New Egypt","NJ","1840005531"
"Chester","NJ","1840000949"
"Carteret","NJ","1840001331"
"Greentree","NJ","1840033472"
"Frenchtown","NJ","1840003606"
"Lambertville","NJ","1840001039"
"Roselle","NJ","1840001092"
"Closter","NJ","1840003538"
"Brooklawn","NJ","1840001506"
"Brownville","NJ","1840033468"
"Golden Triangle","NJ","1840033471"
"Annandale","NJ","1840033215"
"Westville","NJ","1840001526"
"Millstone","NJ","1840001058"
"Helmetta","NJ","1840003635"
"Turnersville","NJ","1840005565"
"Collings Lakes","NJ","1840005595"
"Bridgeton","NJ","1840016610"
"Union Beach","NJ","1840001369"
"Pine Ridge at Crestwood","NJ","1840033484"
"North Caldwell","NJ","1840002793"
"Rosenhayn","NJ","1840005751"
"Clementon","NJ","1840003773"
"Echelon","NJ","1840033470"
"East Newark","NJ","1840003596"
"Blackwood","NJ","1840005560"
"Kenvil","NJ","1840024234"
"Harvey Cedars","NJ","1840003757"
"Hamilton Square","NJ","1840024324"
"Estell Manor","NJ","1840003796"
"Plainfield","NJ","1840001090"
"Bayonne","NJ","1840003595"
"Erma","NJ","1840005863"
"Ocean Acres","NJ","1840033483"
"Bound Brook","NJ","1840001053"
"Hancocks Bridge","NJ","1840024373"
"Brookfield","NJ","1840033464"
"Morganville","NJ","1840005442"
"Tavistock","NJ","1840001517"
"Kearny","NJ","1840003601"
"Allendale","NJ","1840003550"
"Paramus","NJ","1840000916"
"Far Hills","NJ","1840003611"
"Folsom","NJ","1840003799"
"Sea Bright","NJ","1840001361"
"Blackwells Mills","NJ","1840033455"
"Spring Lake","NJ","1840001366"
"Haworth","NJ","1840003559"
"Ross Corner","NJ","1840024181"
"East Millstone","NJ","1840024273"
"Riverton","NJ","1840001478"
"River Edge","NJ","1840000900"
"North Middletown","NJ","1840005444"
"Gibbstown","NJ","1840005564"
"Cedarville","NJ","1840005749"
"Leisure Village","NJ","1840005534"
"South River","NJ","1840001335"
"Little Silver","NJ","1840003671"
"Rumson","NJ","1840001360"
"Saddle River","NJ","1840000903"
"Oaklyn","NJ","1840001515"
"Summit","NJ","1840000999"
"Hampton","NJ","1840003608"
"Westwood","NJ","1840000923"
"Brainards","NJ","1840024219"
"Six Mile Run","NJ","1840039968"
"Avalon","NJ","1840003808"
"Delaware Park","NJ","1840039868"
"Ridgefield","NJ","1840000897"
"Lawnside","NJ","1840001514"
"Peapack and Gladstone","NJ","1840056420"
"Rutherford","NJ","1840000902"
"Bordentown","NJ","1840001476"
"Bogota","NJ","1840000894"
"Belleplain","NJ","1840026666"
"Ogdensburg","NJ","1840000787"
"Concordia","NJ","1840005412"
"Highland Lakes","NJ","1840033298"
"Robertsville","NJ","1840026509"
"Port Republic","NJ","1840001536"
"Ramsey","NJ","1840000896"
"Holiday Heights","NJ","1840033481"
"Martinsville","NJ","1840024279"
"Ashland","NJ","1840033467"
"Sea Girt","NJ","1840001362"
"Mercerville","NJ","1840033344"
"Mountain Lake","NJ","1840039933"
"Glassboro","NJ","1840003789"
"Springdale","NJ","1840133731"
"Butler","NJ","1840000947"
"Iselin","NJ","1840005418"
"Surf City","NJ","1840001494"
"Bridgeville","NJ","1840033235"
"Oak Valley","NJ","1840033371"
"Florham Park","NJ","1840003582"
"Califon","NJ","1840001038"
"Emerson","NJ","1840003545"
"Mays Landing","NJ","1840005597"
"New Providence","NJ","1840001095"
"Pennington","NJ","1840001382"
"Griggstown","NJ","1840024277"
"Highlands","NJ","1840003688"
"Lavallette","NJ","1840001492"
"McGuire AFB","NJ","1840073621"
"Villas","NJ","1840005869"
"Mullica Hill","NJ","1840016703"
"Point Pleasant","NJ","1840001485"
"Stewartsville","NJ","1840024232"
"Union City","NJ","1840001034"
"Somers Point","NJ","1840001537"
"Washington","NJ","1840000945"
"Kingston Estates","NJ","1840033314"
"Pomona","NJ","1840005596"
"Camden","NJ","1840001507"
"Buena","NJ","1840001534"
"Ventnor City","NJ","1840001539"
"Johnsonburg","NJ","1840024230"
"Sea Isle City","NJ","1840001596"
"Asbury Park","NJ","1840003684"
"Leisuretowne","NJ","1840005521"
"Chatham","NJ","1840000948"
"Mantoloking","NJ","1840003754"
"Princeton Junction","NJ","1840005472"
"East Freehold","NJ","1840005441"
"Cedar Glen West","NJ","1840033465"
"West Wildwood","NJ","1840001601"
"Hightstown","NJ","1840003708"
